probability,t_id
0.536573410034,529
0.461982309818,7551
0.521885871887,9448
0.515500307083,8155
0.490044474602,12457
0.516094148159,3544
0.511151492596,11283
0.515408694744,8608
0.499096482992,7673
0.512937486172,5371
0.502097249031,10775
0.523319840431,2003
0.512090563774,6660
0.51942384243,2262
0.535964906216,13165
0.511188685894,9009
0.451118260622,12626
0.53445070982,9852
0.510073065758,8288
0.518990576267,6629
0.502783954144,7562
0.5031067729,1749
0.462290048599,10604
0.508362412453,2542
0.504271328449,6497
0.527246534824,7872
0.512422263622,8404
0.52262032032,2625
0.530942797661,3162
0.524154186249,4906
0.448848932981,12218
0.528826773167,8857
0.493236541748,10957
0.527584135532,9551
0.463296979666,4986
0.523405730724,11900
0.5395398736,22
0.415039867163,1258
0.484157294035,1680
0.506060361862,6708
0.487134993076,2592
0.374193072319,4245
0.475323945284,5964
0.499418824911,5644
0.528271555901,3593
0.550465643406,78
0.508004307747,7688
0.442222267389,5679
0.539073944092,8663
0.527836620808,780
0.488862335682,182
0.494082570076,4846
0.525239944458,1295
0.534501254559,5971
0.477987706661,4753
0.529927670956,779
0.492860734463,5594
0.511134266853,10893
0.527120828629,12583
0.522850096226,870
0.482861608267,2803
0.537312805653,5718
0.516312599182,12263
0.492230027914,11029
0.504944324493,3770
0.541315734386,9778
0.515585064888,6274
0.500662982464,11720
0.5036495924,1475
0.534096360207,5257
0.508192360401,6866
0.531921505928,7681
0.501133680344,6177
0.509106874466,1970
0.514498770237,1723
0.513280212879,3742
0.473759740591,8019
0.488356113434,11077
0.514425694942,8199
0.510794401169,7315
0.500777184963,2045
0.509471595287,7460
0.514590144157,11576
0.510511040688,13008
0.520672857761,3984
0.527580320835,4268
0.518460154533,8552
0.531006217003,10671
0.515871882439,1004
0.499718695879,6218
0.503444910049,12311
0.511433839798,1330
0.492251068354,8160
0.394902914762,8109
0.507056236267,8049
0.539863228798,10686
0.529818117619,11552
0.521726131439,12042
0.512482881546,8299
0.528041422367,10678
0.498855233192,5124
0.454923182726,3925
0.523551344872,6767
0.494474977255,8541
0.51672911644,6480
0.507818818092,12417
0.50977241993,4060
0.516324877739,11673
0.45833131671,2046
0.529289841652,11301
0.482690691948,9610
0.514017105103,10137
0.514449775219,4228
0.505284428596,3200
0.484419107437,4730
0.492069780827,9130
0.51271802187,1121
0.515485882759,8477
0.451009213924,9293
0.522044658661,11679
0.541068553925,3757
0.517962396145,5559
0.496392846107,10632
0.548243165016,7678
0.508831679821,7132
0.477715611458,6823
0.439733237028,7884
0.529054760933,11292
0.525728404522,7842
0.529139995575,6277
0.538484692574,10414
0.490982800722,9654
0.503958523273,10222
0.484219998121,6185
0.514835894108,11614
0.525396108627,2787
0.520690202713,11414
0.511600673199,4564
0.453714907169,13026
0.522778272629,7655
0.528126180172,5783
0.546299934387,4328
0.499649524689,3462
0.53459829092,11682
0.518295109272,13178
0.545737326145,11904
0.513490498066,12475
0.48311150074,12513
0.511979758739,2054
0.446167320013,3143
0.492951214314,7640
0.5087864995,13159
0.504984736443,10178
0.523130893707,6656
0.563355863094,3394
0.507099151611,6112
0.449467808008,10212
0.515168070793,7978
0.507768988609,6674
0.517797112465,3629
0.543230831623,11063
0.529455125332,1904
0.518648684025,9721
0.450662881136,4487
0.520366132259,5727
0.479499995708,12216
0.488726317883,10368
0.49333062768,11857
0.512012004852,9114
0.490441858768,13263
0.52628993988,5774
0.529957473278,8639
0.545550048351,4324
0.502056717873,6920
0.477382868528,3154
0.520581007004,891
0.462387502193,6833
0.512623786926,3234
0.491826742887,4402
0.508384048939,11827
0.532225251198,13019
0.537701487541,8977
0.451189726591,11767
0.511252343655,12810
0.53230714798,281
0.498986631632,689
0.521126508713,2582
0.535251259804,101
0.491349875927,8609
0.50117367506,9650
0.476923912764,1432
0.50393217802,8980
0.504198491573,10572
0.520132362843,7960
0.522866785526,6926
0.525410115719,5582
0.518768370152,727
0.513319969177,10999
0.513576447964,6312
0.458820104599,4556
0.513959884644,218
0.482957959175,9171
0.50178706646,13259
0.514054119587,10232
0.5049482584,981
0.515864193439,12608
0.493405491114,5256
0.490040779114,10149
0.49734801054,6444
0.508893251419,6215
0.527605295181,6156
0.475718080997,11413
0.535817980766,4087
0.461933851242,7471
0.477716386318,3990
0.534235417843,8121
0.538720786572,724
0.503259778023,8840
0.519419252872,12226
0.524519324303,12365
0.442745357752,1682
0.46968832612,7432
0.503215491772,1157
0.491063147783,7621
0.536921024323,11483
0.487544745207,5651
0.522271573544,12841
0.536111116409,1585
0.504398107529,11840
0.49056404829,7440
0.520631670952,8237
0.492506444454,6060
0.495538949966,9699
0.456056177616,6166
0.519549369812,3122
0.480363935232,5093
0.509142458439,5858
0.498831748962,12798
0.512888610363,8480
0.517486274242,6152
0.502701878548,10084
0.537087321281,3378
0.521423637867,11397
0.51665610075,8828
0.505444824696,7378
0.525512695312,2472
0.506586313248,5755
0.485032379627,2459
0.532106816769,13201
0.528801977634,6315
0.49070161581,11274
0.476801127195,9611
0.527015388012,10476
0.502137005329,2686
0.502347350121,5748
0.542863309383,12941
0.464690208435,6153
0.449594855309,1461
0.483832031488,9527
0.525551378727,2277
0.51704710722,3370
0.530397713184,8878
0.516821265221,12772
0.522559821606,10361
0.548157691956,10801
0.499842584133,8536
0.474871993065,8392
0.540161788464,1668
0.53603386879,8944
0.506505131721,4074
0.489458113909,6665
0.502028048038,6443
0.533362090588,1128
0.508841097355,3439
0.528815865517,8620
0.520954310894,11462
0.522369146347,11125
0.518745660782,11341
0.459219425917,12951
0.519263207912,4862
0.551907420158,200
0.506785750389,1787
0.510510504246,5578
0.488109916449,9999
0.475309401751,2651
0.487694114447,829
0.518759191036,1470
0.485509961843,4426
0.527124106884,7846
0.54144179821,11148
0.50545245409,11714
0.532172143459,4401
0.500614404678,11993
0.527020215988,13055
0.512556970119,8158
0.528954744339,1971
0.543951094151,9930
0.490718156099,6750
0.462126433849,5284
0.525681555271,2179
0.514288723469,9884
0.49016481638,8325
0.517395555973,3100
0.540344417095,11752
0.501237690449,8068
0.512633323669,13014
0.522413372993,9827
0.489796131849,2692
0.52506428957,5579
0.513325572014,5170
0.54728603363,164
0.497791856527,11749
0.509933769703,3401
0.502928376198,4504
0.509181976318,3503
0.504681885242,13070
0.514648795128,8629
0.535441219807,8548
0.375892162323,4659
0.522263407707,539
0.529077351093,294
0.487422645092,8363
0.516749918461,7335
0.466869533062,10227
0.510640919209,4776
0.531038165092,9028
0.511438667774,1448
0.49177184701,9116
0.472796499729,7593
0.516592919827,6729
0.528944909573,5229
0.454370647669,4755
0.459345310926,7426
0.459260046482,333
0.52802914381,4201
0.506843090057,3097
0.53116184473,5981
0.493460893631,7091
0.532695949078,5420
0.524936139584,4129
0.519434988499,3513
0.540016949177,11876
0.515284359455,792
0.521304666996,10806
0.45987829566,9272
0.519852936268,6615
0.504226267338,4458
0.52560788393,11516
0.384587526321,7306
0.490723788738,10722
0.469848960638,7329
0.494084715843,1575
0.528729259968,5437
0.52611207962,13243
0.47678616643,729
0.482797145844,8539
0.516693770885,1894
0.481269270182,6671
0.483494818211,6508
0.473765462637,4984
0.507093131542,8247
0.507282316685,2265
0.473271310329,5294
0.484853088856,2266
0.431365996599,674
0.505583882332,8919
0.536637842655,10807
0.505841374397,6100
0.512348413467,10934
0.513614177704,148
0.503941833973,85
0.512248337269,2913
0.521684110165,5414
0.477570056915,2012
0.527790188789,8523
0.498755931854,13027
0.521950423717,12383
0.368453890085,12188
0.486814647913,9007
0.461204618216,11731
0.480978101492,10843
0.505184829235,3834
0.504533946514,3803
0.518694043159,3000
0.514105439186,8202
0.508944153786,12796
0.553118050098,6612
0.53949958086,4924
0.540129721165,12667
0.515593290329,6496
0.514146566391,11721
0.513851225376,11244
0.527927160263,221
0.496159136295,6654
0.51795142889,3822
0.523617684841,12952
0.512444615364,4547
0.533834636211,1631
0.523094475269,10723
0.558315515518,2289
0.51086127758,352
0.502633869648,7550
0.499535381794,657
0.501004993916,12470
0.520270645618,1337
0.520027160645,7317
0.505559146404,5079
0.525655269623,6386
0.491103053093,9558
0.524141788483,6653
0.51962518692,7615
0.497742474079,1645
0.518628060818,498
0.511114537716,4510
0.535162091255,5593
0.516587197781,9769
0.504272162914,8095
0.528612017632,8675
0.500459015369,12030
0.451611042023,1951
0.528679490089,12606
0.505948424339,9117
0.493148744106,12085
0.523820817471,10728
0.501228153706,11138
0.509614706039,2335
0.510366737843,1656
0.520539999008,8633
0.493850857019,6870
0.5254368186,12322
0.539489448071,7773
0.498327255249,2354
0.498188525438,10100
0.488573163748,2709
0.53578966856,11463
0.509567916393,2158
0.517522037029,4128
0.51388657093,3442
0.534823000431,8074
0.496892631054,1993
0.522130608559,5681
0.507235527039,8278
0.53624278307,3212
0.500397205353,7196
0.520885109901,10505
0.527000367641,242
0.491240978241,9417
0.488849580288,3790
0.468492209911,2847
0.525544166565,12892
0.514179229736,11381
0.455400288105,2
0.505783140659,4746
0.487826377153,8987
0.530585289001,102
0.517419099808,1582
0.49176338315,1323
0.487439930439,3787
0.496417850256,7527
0.500585138798,9056
0.529769599438,7624
0.523233890533,1214
0.491291612387,713
0.522162556648,4161
0.505891978741,2343
0.526359021664,1566
0.483008980751,12908
0.508551061153,9141
0.502017974854,9197
0.499786108732,11385
0.494114637375,3968
0.454745769501,6636
0.511980116367,7053
0.429735898972,12603
0.48553788662,3608
0.505706250668,3863
0.491132736206,11992
0.516718804836,12680
0.510987401009,8597
0.508594095707,10062
0.491592079401,9886
0.504455685616,4594
0.513508915901,7120
0.465570390224,4696
0.466137319803,11751
0.517338335514,6121
0.449494570494,5812
0.499909490347,6745
0.484775304794,8737
0.500332951546,7420
0.506510853767,12416
0.414583832026,4494
0.51804381609,4749
0.512627780437,5206
0.51144438982,10101
0.529378533363,4489
0.541434049606,12239
0.46476867795,298
0.468161314726,4220
0.510124266148,8414
0.548393070698,11797
0.503933250904,10535
0.521211981773,4864
0.516048312187,1309
0.526629686356,13069
0.473141789436,11702
0.519662380219,6879
0.523735582829,3385
0.50810188055,11251
0.524130523205,10495
0.522814512253,6339
0.510491490364,3913
0.497194379568,3412
0.480493545532,6004
0.471566081047,10869
0.525356113911,4844
0.525507152081,5355
0.502014696598,4597
0.512444913387,7350
0.515661716461,2804
0.445200532675,1265
0.502501308918,2579
0.497447937727,11096
0.538522899151,5484
0.515485525131,3213
0.485744297504,2912
0.48965510726,9759
0.519940078259,12370
0.534040331841,11135
0.494150608778,9139
0.534189522266,7690
0.498808264732,7605
0.554056048393,3985
0.539543688297,2598
0.493382394314,3614
0.510617554188,4168
0.491827636957,2469
0.517934024334,1131
0.487924963236,2431
0.514920175076,508
0.541442215443,13090
0.519474744797,3327
0.519815385342,2961
0.508839249611,1605
0.48739823699,8379
0.516427516937,8163
0.485401391983,2800
0.509661316872,11964
0.530064940453,9356
0.517695009708,5175
0.527233660221,1328
0.521420300007,11568
0.469125300646,11835
0.523169100285,131
0.478112608194,1837
0.507712900639,1114
0.511647045612,9970
0.496986180544,5532
0.540908277035,224
0.48021671176,2604
0.494085550308,7280
0.483944743872,1340
0.516734480858,7566
0.540469706059,3754
0.502155125141,4070
0.489780396223,7637
0.504148185253,1586
0.503860712051,3256
0.428587436676,4534
0.486596941948,5111
0.487920582294,4850
0.477852135897,5640
0.51889705658,10687
0.506389021873,8385
0.523283362389,6007
0.522636055946,11204
0.518327891827,9564
0.5294033885,10304
0.499095529318,4130
0.488079786301,13194
0.523612856865,2123
0.53934854269,2940
0.534223139286,2380
0.518360733986,4312
0.453362166882,11098
0.474759012461,1634
0.513521015644,9367
0.500466644764,12055
0.51172631979,9547
0.510981142521,7412
0.504083931446,4410
0.491245925426,2217
0.471605420113,2671
0.534091830254,246
0.499749183655,9364
0.516671955585,13284
0.507643640041,5059
0.496949791908,1961
0.51184040308,6079
0.499072730541,12453
0.511572957039,7782
0.530086696148,9021
0.53750783205,8357
0.515757203102,9458
0.559903562069,6235
0.479694068432,11104
0.526967585087,2976
0.513533651829,12256
0.494207680225,6973
0.512807190418,11703
0.514415919781,4084
0.529052317142,8929
0.52243411541,10278
0.524221897125,12529
0.515176475048,9427
0.515880763531,4969
0.504402518272,9378
0.538406193256,2449
0.543388664722,2968
0.511761188507,3940
0.519306719303,1443
0.515050590038,5849
0.533314228058,6154
0.512301743031,3040
0.52574300766,6157
0.525238156319,8176
0.535846710205,1204
0.525777161121,369
0.512144982815,6705
0.524915397167,1436
0.469712078571,530
0.509396076202,11810
0.494749546051,3194
0.487401068211,10475
0.539487302303,2730
0.500606834888,217
0.531081736088,4263
0.487179428339,7601
0.519456148148,9784
0.50043284893,12425
0.500837028027,10351
0.529216766357,4586
0.530003845692,4257
0.504694283009,9874
0.52364307642,6895
0.525064468384,7520
0.491172641516,8735
0.49375423789,1372
0.517678320408,10611
0.473206758499,8455
0.483415007591,1492
0.496267855167,313
0.493836373091,4997
0.518375515938,1107
0.536781430244,3988
0.512631595135,2393
0.463347584009,10847
0.495595961809,9579
0.539372205734,61
0.491080880165,11769
0.500227212906,747
0.501156806946,7705
0.497336000204,3587
0.50645005703,12752
0.475999891758,6071
0.52839756012,12698
0.544217348099,5519
0.459075570107,11729
0.487167984247,13034
0.539252460003,3318
0.472576826811,255
0.470151990652,5823
0.503573715687,10076
0.520382463932,5465
0.486777693033,1750
0.52042222023,9300
0.522154510021,7040
0.517550826073,1547
0.540413200855,8889
0.489689141512,2070
0.503646194935,9978
0.481477439404,12082
0.534808933735,12652
0.512106776237,6751
0.523437559605,5629
0.514989256859,13197
0.517790138721,9616
0.503054916859,12019
0.443107038736,4051
0.522222280502,7002
0.49245300889,276
0.443009108305,1267
0.517246842384,6536
0.528053700924,7918
0.479362934828,10494
0.520532250404,8440
0.519294381142,9406
0.489056497812,10307
0.491670697927,9706
0.462555676699,5051
0.4947501719,9386
0.520584106445,8184
0.521657824516,10267
0.510562300682,1640
0.505023360252,7201
0.454979687929,9601
0.508942604065,11525
0.520640075207,10102
0.510237932205,4184
0.479413181543,11108
0.510956525803,2615
0.504077136517,2002
0.532379508018,2946
0.504394114017,127
0.463846087456,1195
0.480680555105,1798
0.535925924778,549
0.500182211399,8080
0.547168731689,11479
0.526546120644,1958
0.521132051945,6460
0.483029216528,13081
0.519726514816,11095
0.501427471638,8521
0.502481758595,12538
0.53811955452,3914
0.50182390213,9087
0.469203352928,9194
0.54053735733,12566
0.501159608364,567
0.508751094341,11076
0.51881814003,11665
0.526577651501,2869
0.542318284512,6982
0.536031246185,9946
0.529647171497,2722
0.514886319637,3470
0.484240293503,6343
0.525519907475,9246
0.500057578087,6462
0.438584715128,707
0.508695662022,6359
0.521578729153,8799
0.513172864914,8785
0.506586372852,9045
0.542191565037,9844
0.488339483738,2325
0.464942604303,5365
0.522135913372,11915
0.428949832916,12437
0.507290482521,5831
0.528864741325,12648
0.524945616722,70
0.531068205833,170
0.506387293339,8948
0.470739275217,3198
0.518378138542,6766
0.49500259757,7930
0.490264385939,10737
0.487009495497,11821
0.498047739267,1251
0.540731072426,3502
0.48431417346,30
0.398633122444,3518
0.514520645142,6304
0.430392950773,11481
0.520142436028,11705
0.533002436161,10262
0.511624276638,3269
0.496945202351,770
0.527240037918,3771
0.507249355316,5415
0.406113505363,12703
0.526959180832,4478
0.511825323105,11571
0.526065349579,2360
0.508435368538,5556
0.486640185118,7046
0.502121090889,7849
0.508371531963,8893
0.494365304708,10068
0.505801558495,2559
0.552742540836,8661
0.522265791893,12092
0.509778022766,219
0.478214859962,9110
0.509752571583,1751
0.531169891357,2359
0.516670703888,12388
0.52798140049,2433
0.50934946537,5697
0.517951071262,1835
0.481349229813,6453
0.533298671246,8510
0.519934594631,5584
0.499896496534,2749
0.503249943256,6296
0.459265232086,8570
0.431377410889,3568
0.474158972502,5592
0.485209703445,894
0.489413052797,4829
0.546018302441,6570
0.540131747723,4339
0.537669301033,2364
0.526899039745,5174
0.487239301205,5137
0.517133355141,3892
0.513684034348,11766
0.521015107632,9869
0.498280495405,866
0.532460927963,11236
0.501918375492,11627
0.517685651779,1554
0.50707501173,10655
0.438450098038,363
0.542920053005,13203
0.536127388477,6250
0.527433097363,2791
0.519257009029,4651
0.502397537231,7508
0.525978803635,2795
0.528557121754,1956
0.526744961739,1609
0.517247259617,12579
0.505955576897,9645
0.527335822582,5029
0.455578863621,13017
0.507581412792,7259
0.507491290569,9217
0.531092464924,8544
0.502405285835,12015
0.52781188488,7212
0.514371037483,8439
0.500324070454,4783
0.496029376984,6689
0.53235065937,4376
0.482905209064,3494
0.521904349327,10089
0.526203691959,439
0.500464558601,12172
0.502321898937,536
0.530517160892,7538
0.487091511488,4648
0.536409258842,361
0.485726982355,11826
0.520975470543,6542
0.503483355045,12070
0.515774548054,253
0.522141218185,6851
0.471911817789,1949
0.533672213554,1122
0.502120435238,12619
0.535103917122,10377
0.504227101803,1180
0.51459479332,427
0.495093584061,3748
0.508574008942,6713
0.531288921833,1329
0.446292757988,2061
0.52203220129,3926
0.485388696194,946
0.444111555815,6756
0.505767226219,11015
0.530149638653,3543
0.506731212139,5171
0.474967062473,12742
0.48962315917,9796
0.516150951385,12881
0.526853382587,1699
0.47377076745,9742
0.476370483637,8502
0.537846982479,10996
0.51860588789,9122
0.488720953465,13039
0.528648555279,490
0.457339644432,9927
0.511192083359,4919
0.483923077583,5913
0.523783743382,9284
0.527729332447,3265
0.510756909847,6258
0.45754468441,4418
0.449784189463,3193
0.515906095505,9393
0.491724461317,9208
0.511134803295,2038
0.504018068314,10045
0.514200389385,9062
0.488939404488,1816
0.537731051445,6297
0.524389922619,10250
0.514049053192,3699
0.514737546444,4692
0.53075504303,12430
0.451415836811,3596
0.54622644186,5698
0.511819899082,715
0.523037791252,8336
0.43757802248,9119
0.481879025698,4213
0.535182118416,8267
0.512146055698,9666
0.530782818794,9575
0.48607853055,7820
0.548436760902,2391
0.515252351761,7343
0.548512101173,12210
0.461710870266,10658
0.530044913292,7307
0.49571031332,886
0.528718590736,11795
0.534125268459,1342
0.525297045708,11390
0.516854524612,13144
0.516656696796,4264
0.508432388306,11871
0.477571696043,4133
0.518289744854,2421
0.524841487408,1457
0.519915699959,9862
0.470545202494,8277
0.492034971714,644
0.527378857136,6807
0.455902516842,12364
0.511341929436,9396
0.509506762028,8168
0.462584644556,1720
0.51212567091,9036
0.479355275631,12891
0.484918892384,973
0.521907508373,3838
0.507276952267,3239
0.500923335552,11645
0.528814435005,3776
0.505759060383,9421
0.462963521481,92
0.522042572498,302
0.537197947502,6537
0.523194909096,11266
0.488105237484,406
0.515178740025,11023
0.495536595583,1706
0.511106312275,1058
0.500537097454,3161
0.519161641598,5497
0.520540297031,3136
0.533402085304,9890
0.543283343315,3283
0.503052055836,7612
0.500482678413,9891
0.523024976254,7321
0.451010227203,3869
0.54718130827,987
0.507296741009,4153
0.523601472378,1508
0.529051721096,3510
0.490936130285,11444
0.516326129436,2778
0.520328104496,4345
0.518630385399,8418
0.528831005096,5177
0.515048086643,12420
0.509834587574,5607
0.505251526833,970
0.513748466969,8085
0.463609308004,6998
0.472535341978,1626
0.49996304512,2715
0.526229441166,4799
0.42099827528,10651
0.508260965347,7940
0.504126489162,2022
0.468381673098,4499
0.491385489702,577
0.533662855625,10909
0.513010680676,8491
0.551388561726,1089
0.510915398598,9871
0.532880783081,8016
0.495697647333,4347
0.472210615873,6484
0.529662966728,3830
0.511234462261,1313
0.50860863924,5732
0.51220625639,4764
0.477806448936,12162
0.52590328455,12711
0.537602365017,5030
0.512985408306,9072
0.529184401035,1182
0.535915791988,11935
0.478735595942,3375
0.515073001385,1368
0.521427512169,6280
0.456132113934,12204
0.487711012363,2026
0.505196034908,2501
0.403589040041,6883
0.522795557976,8045
0.508477687836,9966
0.490001320839,1650
0.444265753031,7898
0.510159432888,8446
0.502477824688,11398
0.534916400909,846
0.541420161724,11264
0.476160764694,12624
0.51641947031,6259
0.476304501295,8384
0.489644557238,10907
0.400287806988,366
0.517137765884,11855
0.408100306988,3529
0.509397387505,5583
0.518692553043,7324
0.506995618343,6794
0.440545767546,7942
0.534825384617,815
0.50765812397,4565
0.509822428226,4137
0.456281870604,13086
0.538086771965,3337
0.493581831455,10834
0.512242794037,6491
0.500002026558,692
0.487206578255,8224
0.508788526058,12597
0.518769800663,5432
0.562777638435,9160
0.502420663834,11708
0.524010360241,2720
0.535964548588,11270
0.418838500977,12386
0.466591209173,5293
0.521485984325,9413
0.502256989479,9158
0.494686037302,7389
0.507895112038,12912
0.518951714039,13319
0.537404179573,3936
0.532090187073,1102
0.511829853058,5123
0.537616670132,606
0.491219878197,9347
0.495216548443,13157
0.534319698811,658
0.486621558666,11495
0.522994101048,7636
0.546800851822,704
0.532658874989,7476
0.498812407255,12620
0.475053787231,1594
0.547656953335,6008
0.490902245045,6535
0.530470192432,10627
0.513394832611,10406
0.517417252064,5994
0.453233271837,386
0.443573236465,12760
0.528766989708,5724
0.478480041027,10318
0.523849844933,9686
0.499115616083,2093
0.478827297688,12763
0.536152422428,8114
0.4852630198,9760
0.511530935764,9613
0.47738340497,11746
0.488664239645,5835
0.529786884785,3577
0.455399006605,1811
0.542431771755,10016
0.473757386208,10649
0.539354622364,4590
0.45644518733,4999
0.456228107214,5216
0.523671448231,4756
0.481618404388,195
0.501481354237,2294
0.488555312157,5898
0.534685075283,4621
0.48384219408,1776
0.520691394806,3922
0.511448323727,3235
0.491340667009,4816
0.503303468227,8415
0.524184942245,9276
0.530916392803,13029
0.48273691535,506
0.489634156227,8905
0.471289426088,1490
0.474869042635,7062
0.495027661324,9831
0.484606474638,4492
0.500536262989,5458
0.436103969812,4860
0.469547241926,4034
0.52064961195,8643
0.51579362154,6327
0.529680609703,4840
0.402743071318,9026
0.51656627655,9201
0.492909967899,3309
0.523460686207,4760
0.516656577587,5711
0.509639918804,10176
0.520379304886,2466
0.46256223321,4007
0.510419249535,7437
0.484859347343,4483
0.519242465496,6582
0.498503774405,12769
0.50209915638,7586
0.52046841383,7951
0.537100493908,4933
0.450465381145,8959
0.438795506954,2857
0.53848451376,3405
0.488131195307,2133
0.494827330112,1511
0.495098352432,8175
0.499516844749,10169
0.541124045849,1223
0.52795535326,5770
0.504216909409,6241
0.496045410633,9915
0.496763676405,12274
0.517003417015,8509
0.489014744759,11791
0.525414466858,11519
0.533335089684,11600
0.509989857674,11482
0.496345728636,942
0.465077102184,3517
0.480300307274,1247
0.512041151524,8600
0.476542264223,7310
0.525007843971,12349
0.502881109715,1447
0.49278151989,1543
0.485306143761,12723
0.541329681873,467
0.50566804409,580
0.525425970554,12448
0.526153981686,8311
0.506206214428,13214
0.521412849426,1815
0.502010405064,2618
0.511181354523,1525
0.502965450287,9316
0.461144119501,3430
0.520996809006,10477
0.534553766251,8725
0.490126371384,11122
0.50842410326,6281
0.51463842392,2218
0.527815341949,5614
0.524080812931,10408
0.515551269054,6051
0.486367732286,9957
0.513821125031,4603
0.525548577309,3351
0.521631062031,11611
0.474636077881,5145
0.498995542526,4836
0.502693235874,12867
0.537134826183,7990
0.525389194489,1237
0.502690851688,10413
0.454670011997,7639
0.524542331696,6262
0.534956455231,11468
0.521977424622,2151
0.526659488678,7176
0.523377180099,12725
0.519245564938,12333
0.521705806255,8622
0.516067922115,6169
0.45062276721,9995
0.486585855484,7173
0.49930408597,3116
0.491497159004,10409
0.52385622263,858
0.494866579771,10275
0.456423342228,8285
0.479141384363,6454
0.434018015862,7137
0.485854357481,11671
0.523921072483,6832
0.528272747993,1387
0.491871625185,4608
0.528517723083,5234
0.525595366955,801
0.49888086319,8395
0.525421977043,7236
0.517196655273,11490
0.523010134697,4832
0.507736980915,12984
0.517134487629,9146
0.52035421133,12288
0.510720133781,11033
0.478977680206,13294
0.529371798038,13152
0.501824855804,5824
0.5064432621,6416
0.433652788401,11117
0.523833155632,11400
0.504933953285,3856
0.524907171726,12338
0.506414890289,13248
0.499102652073,9089
0.520119786263,705
0.455022275448,1308
0.472336322069,6399
0.500073850155,11670
0.528547644615,12439
0.519024848938,3552
0.482096642256,9640
0.522963702679,8806
0.517967760563,10352
0.522309541702,4164
